UF,Município,Região,Nota,Colocação,Delta colocação,Data,Colocação ranking geral invertido
ES,São Mateus,Sudeste,"47,928231471537245",272,0,jun./2022,-272
ES,Serra,Sudeste,"51,652530940367726",196,-27,jun./2022,-196
ES,Viana,Sudeste,"47,88735818426306",273,0,jun./2022,-273
ES,Vila Velha,Sudeste,"53,49886257663566",155,25,jun./2022,-155
ES,Vitória,Sudeste,"62,688529378463286",9,-4,jun./2022,-9
RJ,Angra dos Reis,Sudeste,"46,44294545231892",301,1,jun./2022,-301
RJ,Araruama,Sudeste,"42,893938158700934",357,7,jun./2022,-357
RJ,Barra do Piraí,Sudeste,"46,202456233073576",304,65,jun./2022,-304
RJ,Barra Mansa,Sudeste,"49,93665734332001",231,-32,jun./2022,-231
RJ,Belford Roxo,Sudeste,"37,042912201933625",405,-8,jun./2022,-405
RJ,Cabo Frio,Sudeste,"47,030900970525394",290,59,jun./2022,-290
RJ,Campos dos Goytacazes,Sudeste,"47,993681653395385",270,12,jun./2022,-270
RJ,Duque de Caxias,Sudeste,"46,04002286474631",306,-13,jun./2022,-306
RJ,Itaboraí,Sudeste,"38,81379964515327",397,-7,jun./2022,-397
RJ,Itaguaí,Sudeste,"45,92628362860617",307,41,jun./2022,-307
RJ,Itaperuna,Sudeste,"46,86032685884888",293,1,jun./2022,-293
RJ,Japeri,Sudeste,"35,16665291786818",413,-10,jun./2022,-413
RJ,Macaé,Sudeste,"54,26266394941736",131,2,jun./2022,-131
RJ,Magé,Sudeste,"40,582486086369805",379,6,jun./2022,-379
RJ,Maricá,Sudeste,"50,45698015542589",225,37,jun./2022,-225
RJ,Mesquita,Sudeste,"47,022402228189435",291,5,jun./2022,-291
RJ,Nilópolis,Sudeste,"44,49707997075713",334,-13,jun./2022,-334
RJ,Niterói,Sudeste,"55,991332898733795",92,-48,jun./2022,-92
RJ,Nova Friburgo,Sudeste,"51,81243342376526",194,-36,jun./2022,-194
RJ,Nova Iguaçu,Sudeste,"45,782560764972324",312,-31,jun./2022,-312
RJ,Petrópolis,Sudeste,"54,080287137010615",140,-6,jun./2022,-140
RJ,Queimados,Sudeste,"43,25802035675402",351,6,jun./2022,-351
RJ,Resende,Sudeste,"55,07386464191173",111,-25,jun./2022,-111
RJ,Rio das Ostras,Sudeste,"47,25195101453046",285,7,jun./2022,-285
RJ,Rio de Janeiro,Sudeste,"58,365654728834684",46,21,jun./2022,-46
RJ,São Gonçalo,Sudeste,"42,58024009966442",360,-2,jun./2022,-360
RJ,São João de Meriti,Sudeste,"38,48803689050993",401,-1,jun./2022,-401
RJ,São Pedro da Aldeia,Sudeste,"48,418758288791274",264,2,jun./2022,-264
RJ,Saquarema,Sudeste,"44,82307178934907",329,-169,jun./2022,-329
RJ,Seropédica,Sudeste,"49,45066980728417",242,71,jun./2022,-242
RJ,Teresópolis,Sudeste,"48,72146445406464",258,31,jun./2022,-258
RJ,Três Rios,Sudeste,"46,76316881055486",296,-28,jun./2022,-296
RJ,Volta Redonda,Sudeste,"54,22802729647783",132,21,jun./2022,-132
SP,Americana,Sudeste,"57,998417917159514",57,-8,jun./2022,-57
SP,Araçatuba,Sudeste,"58,132891137165494",53,3,jun./2022,-53
SP,Araraquara,Sudeste,"60,013213656666125",27,11,jun./2022,-27
SP,Araras,Sudeste,"58,123069658452664",55,-13,jun./2022,-55
SP,Arujá,Sudeste,"54,14604237567999",139,-25,jun./2022,-139
SP,Assis,Sudeste,"58,152808897231075",51,0,jun./2022,-51
SP,Atibaia,Sudeste,"58,387987147721724",45,8,jun./2022,-45
SP,Avaré,Sudeste,"53,75816205454399",146,-5,jun./2022,-146
SP,Barretos,Sudeste,"58,73396489",36,-3,jun./2022,-36
SP,Barueri,Sudeste,"68,79043821177517",1,0,jun./2022,-1
SP,Bauru,Sudeste,"58,30782091782935",50,9,jun./2022,-50
SP,Birigui,Sudeste,"54,984832472753496",115,-24,jun./2022,-115
SP,Botucatu,Sudeste,"58,361370097579375",47,3,jun./2022,-47
SP,Bragança Paulista,Sudeste,"57,164594824521146",70,25,jun./2022,-70
SP,Caçapava,Sudeste,"53,00142275277088",166,-3,jun./2022,-166
SP,Caieiras,Sudeste,"55,131316434839675",110,-16,jun./2022,-110
SP,Campinas,Sudeste,"63,44411780896277",7,2,jun./2022,-7
SP,Campo Limpo Paulista,Sudeste,"52,87038156768659",171,81,jun./2022,-171
SP,Caraguatatuba,Sudeste,"58,62258330166833",38,36,jun./2022,-38
SP,Carapicuíba,Sudeste,"48,110768107074335",269,6,jun./2022,-269
SP,Catanduva,Sudeste,"58,13632362430789",52,-7,jun./2022,-52
SP,Cotia,Sudeste,"54,66109537359205",121,-3,jun./2022,-121
SP,Cruzeiro,Sudeste,"51,16815912844527",204,91,jun./2022,-204
SP,Cubatão,Sudeste,"51,70916870271409",195,18,jun./2022,-195
SP,Diadema,Sudeste,"51,909423146771005",192,-7,jun./2022,-192
SP,Embu das Artes,Sudeste,"45,73468543",313,-28,jun./2022,-313
SP,Ferraz de Vasconcelos,Sudeste,"49,224042021072734",247,10,jun./2022,-247
SP,Franca,Sudeste,"56,429878227153736",85,-39,jun./2022,-85
SP,Francisco Morato,Sudeste,"48,44844300776083",263,-29,jun./2022,-263
SP,Franco da Rocha,Sudeste,"50,485764742251746",223,-20,jun./2022,-223
SP,Guaratinguetá,Sudeste,"53,24778412201703",162,-24,jun./2022,-162
SP,Guarujá,Sudeste,"52,76520701",176,7,jun./2022,-176
SP,Guarulhos,Sudeste,"52,47074860565976",179,-20,jun./2022,-179
SP,Hortolândia,Sudeste,"57,63367386672324",61,8,jun./2022,-61
SP,Ibiúna,Sudeste,"45,81854578484587",309,0,jun./2022,-309
SP,Indaiatuba,Sudeste,"60,97205813",16,6,jun./2022,-16
SP,Itanhaém,Sudeste,"53,67751098254093",150,37,jun./2022,-150
SP,Itapecerica da Serra,Sudeste,"47,29111247444545",283,-36,jun./2022,-283
SP,Itapetininga,Sudeste,"53,53571546",152,-9,jun./2022,-152
SP,Itapeva,Sudeste,"52,476492906152146",178,16,jun./2022,-178
SP,Itapevi,Sudeste,"51,31200186285612",201,-15,jun./2022,-201
SP,Itaquaquecetuba,Sudeste,"49,483912599415774",240,43,jun./2022,-240
SP,Itatiba,Sudeste,"58,45691018152055",43,0,jun./2022,-43
SP,Itu,Sudeste,"55,59144666902703",96,-7,jun./2022,-96
SP,Jacareí,Sudeste,"58,71889950689905",37,15,jun./2022,-37
SP,Jandira,Sudeste,"49,70962439705389",236,-97,jun./2022,-236
SP,Jaú,Sudeste,"54,44233568210613",127,64,jun./2022,-127
SP,Jundiaí,Sudeste,"61,205050541787536",14,-2,jun./2022,-14
SP,Leme,Sudeste,"57,36741590687116",65,28,jun./2022,-65
SP,Limeira,Sudeste,"58,763709573881044",35,1,jun./2022,-35
SP,Lorena,Sudeste,"55,372009045234094",102,10,jun./2022,-102
SP,Mairiporã,Sudeste,"49,52309211326311",239,-29,jun./2022,-239
SP,Marília,Sudeste,"57,10631746",74,-4,jun./2022,-74
SP,Matão,Sudeste,"57,06090771486821",76,54,jun./2022,-76
SP,Mauá,Sudeste,"51,30783231188318",202,31,jun./2022,-202
SP,Mogi das Cruzes,Sudeste,"54,158677353244585",138,-29,jun./2022,-138
SP,Mogi Guaçu,Sudeste,"55,55533940427628",99,18,jun./2022,-99
SP,Mogi Mirim,Sudeste,"55,216661740519676",108,11,jun./2022,-108
SP,Osasco,Sudeste,"58,95294670120243",34,-6,jun./2022,-34
SP,Ourinhos,Sudeste,"53,990337549025334",143,-59,jun./2022,-143
SP,Paulínia,Sudeste,"57,30901915501237",68,8,jun./2022,-68
SP,Pindamonhangaba,Sudeste,"55,17039681363174",109,-4,jun./2022,-109
SP,Piracicaba,Sudeste,"60,64421683017183",21,2,jun./2022,-21
SP,Poá,Sudeste,"52,78695654444359",175,39,jun./2022,-175
SP,Praia Grande,Sudeste,"57,714884491250935",59,1,jun./2022,-59
SP,Presidente Prudente,Sudeste,"56,82845425128217",78,-7,jun./2022,-78
SP,Ribeirão Pires,Sudeste,"53,53242865960917",153,-16,jun./2022,-153
SP,Ribeirão Preto,Sudeste,"60,56308019020439",22,-2,jun./2022,-22
SP,Rio Claro,Sudeste,"54,83320874050988",117,103,jun./2022,-117
SP,Salto,Sudeste,"55,31130900727084",104,6,jun./2022,-104
SP,Santa Bárbara d'Oeste,Sudeste,"54,471133377853015",126,-2,jun./2022,-126
SP,Santana de Parnaíba,Sudeste,"63,19054551387037",8,-1,jun./2022,-8
SP,Santo André,Sudeste,"57,390959788039765",64,-7,jun./2022,-64
SP,Santos,Sudeste,"61,63415029422461",11,0,jun./2022,-11
SP,São Bernardo do Campo,Sudeste,"60,91256721042023",17,-3,jun./2022,-17
SP,São Caetano do Sul,Sudeste,"65,16394316325488",3,-1,jun./2022,-3
SP,São Carlos,Sudeste,"61,21206541765592",13,2,jun./2022,-13
SP,São João da Boa Vista,Sudeste,"58,53063560264139",40,14,jun./2022,-40
SP,São José do Rio Preto,Sudeste,"58,99571792",33,-9,jun./2022,-33
SP,São José dos Campos,Sudeste,"60,248596796676985",25,0,jun./2022,-25
SP,São Paulo,Sudeste,"64,62906880604365",5,-1,jun./2022,-5
SP,São Roque,Sudeste,"53,712344212000865",149,16,jun./2022,-149
SP,São Sebastião,Sudeste,"57,68792697112094",60,115,jun./2022,-60
SP,São Vicente,Sudeste,"49,37242669084137",243,-13,jun./2022,-243
SP,Sertãozinho,Sudeste,"55,99382654",91,-19,jun./2022,-91
SP,Sorocaba,Sudeste,"59,00502140390227",32,9,jun./2022,-32
SP,Sumaré,Sudeste,"52,223410425312856",186,-10,jun./2022,-186
SP,Suzano,Sudeste,"52,393986763296915",181,-10,jun./2022,-181
SP,Taboão da Serra,Sudeste,"52,257386451347216",184,-18,jun./2022,-184
SP,Tatuí,Sudeste,"54,38000415218624",128,-17,jun./2022,-128
SP,Taubaté,Sudeste,"57,11792334927658",73,-26,jun./2022,-73
SP,Ubatuba,Sudeste,"51,03409605634404",210,13,jun./2022,-210
SP,Valinhos,Sudeste,"57,58199331318724",62,6,jun./2022,-62
SP,Várzea Paulista,Sudeste,"51,07498703684772",208,20,jun./2022,-208
SP,Vinhedo,Sudeste,"59,16231411214605",29,-16,jun./2022,-29
SP,Votorantim,Sudeste,"53,12695036100195",163,-57,jun./2022,-163
SP,Votuporanga,Sudeste,"60,81029516226385",19,0,jun./2022,-19
PR,Almirante Tamandaré,Sul,"46,25909506922213",303,-12,jun./2022,-303
PR,Apucarana,Sul,"54,51265848946497",124,16,jun./2022,-124
PR,Arapongas,Sul,"50,829441618027545",213,-2,jun./2022,-213
PR,Araucária,Sul,"55,499905434838674",100,4,jun./2022,-100
PR,Cambé,Sul,"53,45488909317623",158,-1,jun./2022,-158
PR,Campo Largo,Sul,"52,99342489050063",167,12,jun./2022,-167
PR,Campo Mourão,Sul,"57,08427325705004",75,2,jun./2022,-75
PR,Cascavel,Sul,"57,86918906809263",58,-19,jun./2022,-58
PR,Cianorte,Sul,"55,290116397735034",106,17,jun./2022,-106
PR,Colombo,Sul,"50,72438661401374",216,-32,jun./2022,-216
PR,Curitiba,Sul,"63,866361842372484",6,0,jun./2022,-6
PR,Fazenda Rio Grande,Sul,"51,06848804523551",209,-20,jun./2022,-209
PR,Foz do Iguaçu,Sul,"55,21689553896584",107,-10,jun./2022,-107
PR,Francisco Beltrão,Sul,"57,31656980766914",66,-35,jun./2022,-66
PR,Guarapuava,Sul,"53,08507533569424",164,-10,jun./2022,-164
PR,Londrina,Sul,"58,12745021133744",54,-17,jun./2022,-54
PR,Maringá,Sul,"61,04441303",15,2,jun./2022,-15
PR,Paranaguá,Sul,"51,30161804770654",203,12,jun./2022,-203
PR,Paranavaí,Sul,"56,749898185163616",80,-2,jun./2022,-80
PR,Pato Branco,Sul,"58,59843884500368",39,24,jun./2022,-39
PR,Pinhais,Sul,"56,73285794167668",81,39,jun./2022,-81
PR,Piraquara,Sul,"48,718035032014924",259,18,jun./2022,-259
PR,Ponta Grossa,Sul,"56,34359910764671",87,9,jun./2022,-87
PR,São José dos Pinhais,Sul,"54,16633205840533",137,-34,jun./2022,-137
PR,Sarandi,Sul,"49,06148192",250,62,jun./2022,-250
PR,Telêmaco Borba,Sul,"54,217273377380934",133,0,jun./2022,-133
PR,Toledo,Sul,"57,31076047540621",67,-9,jun./2022,-67
PR,Umuarama,Sul,"56,430593394464864",84,6,jun./2022,-84
SC,Balneário Camboriú,Sul,"60,82490241083205",18,3,jun./2022,-18
SC,Blumenau,Sul,"61,93700248059201",10,8,jun./2022,-10
SC,Brusque,Sul,"57,50616739384376",63,10,jun./2022,-63
SC,Caçador,Sul,"50,47108503671953",224,0,jun./2022,-224
SC,Camboriú,Sul,"53,44044596208009",160,40,jun./2022,-160
SC,Chapecó,Sul,"59,02613670165343",31,4,jun./2022,-31
SC,Criciúma,Sul,"60,534510024750915",23,4,jun./2022,-23
SC,Florianópolis,Sul,"67,61755516123851",2,1,jun./2022,-2
SC,Itajaí,Sul,"58,41549444011722",44,-4,jun./2022,-44
SC,Jaraguá do Sul,Sul,"60,74693512175985",20,-10,jun./2022,-20
SC,Joinville,Sul,"59,21511975956526",28,-2,jun./2022,-28
SC,Lages,Sul,"57,152468165076776",72,9,jun./2022,-72
SC,Navegantes,Sul,"52,883782382826205",170,-15,jun./2022,-170
SC,Palhoça,Sul,"54,90755035732604",116,81,jun./2022,-116
SC,São Bento do Sul,Sul,"58,31956303221247",49,-1,jun./2022,-49
SC,São José,Sul,"58,03445790905822",56,59,jun./2022,-56
SC,Tubarão,Sul,"55,312152741629255",103,18,jun./2022,-103
RS,Alvorada,Sul,"46,8117944",294,5,jun./2022,-294
RS,Bagé,Sul,"48,39049916068447",265,5,jun./2022,-265
RS,Bento Gonçalves,Sul,"56,52615875501594",83,33,jun./2022,-83
RS,Cachoeira do Sul,Sul,"48,64435456942983",260,27,jun./2022,-260
RS,Cachoeirinha,Sul,"49,787176876647315",235,3,jun./2022,-235
RS,Canoas,Sul,"52,92747785035891",169,-2,jun./2022,-169
RS,Caxias do Sul,Sul,"58,45867828297837",42,-8,jun./2022,-42
RS,Erechim,Sul,"53,75746110497915",147,-55,jun./2022,-147
RS,Esteio,Sul,"50,60881530183752",220,22,jun./2022,-220
RS,Gravataí,Sul,"51,34514915681857",200,1,jun./2022,-200
RS,Guaíba,Sul,"50,15115763908465",228,52,jun./2022,-228
RS,Ijuí,Sul,"56,39717499861825",86,-22,jun./2022,-86
RS,Lajeado,Sul,"60,35432534",24,6,jun./2022,-24
RS,Novo Hamburgo,Sul,"54,59108889133869",122,7,jun./2022,-122
RS,Passo Fundo,Sul,"53,747739680300285",148,8,jun./2022,-148
RS,Pelotas,Sul,"54,17533524616199",134,28,jun./2022,-134
RS,Porto Alegre,Sul,"64,67440491292352",4,4,jun./2022,-4
RS,Rio Grande,Sul,"48,85705673305685",255,-4,jun./2022,-255
RS,Santa Cruz do Sul,Sul,"54,54818093366017",123,12,jun./2022,-123
RS,Santa Maria,Sul,"55,94624423974391",93,5,jun./2022,-93
RS,São Leopoldo,Sul,"55,01345710609865",113,29,jun./2022,-113
RS,Sapiranga,Sul,"49,933657873122584",232,-14,jun./2022,-232
RS,Sapucaia do Sul,Sul,"50,552576646480496",221,32,jun./2022,-221
RS,Uruguaiana,Sul,"47,20503885063876",287,63,jun./2022,-287
RS,Viamão,Sul,"45,25997573827747",319,18,jun./2022,-319
MS,Campo Grande,Centro-Oeste,"56,163647779454486",89,10,jun./2022,-89
MS,Corumbá,Centro-Oeste,"41,988489138904285",365,-59,jun./2022,-365
MS,Dourados,Centro-Oeste,"52,813504155516384",173,-29,jun./2022,-173
MS,Ponta Porã,Centro-Oeste,"42,851649329565184",358,-5,jun./2022,-358
MS,Três Lagoas,Centro-Oeste,"55,681542896917136",94,-7,jun./2022,-94
MT,Cáceres,Centro-Oeste,"45,14085119100659",320,-19,jun./2022,-320
MT,Cuiabá,Centro-Oeste,"54,82982336187941",118,-16,jun./2022,-118
MT,Rondonópolis,Centro-Oeste,"52,30978514614321",183,-58,jun./2022,-183
MT,Sinop,Centro-Oeste,"54,715614002620526",119,3,jun./2022,-119
MT,Sorriso,Centro-Oeste,"53,29871151769025",161,0,jun./2022,-161
MT,Tangará da Serra,Centro-Oeste,"52,15165960270969",187,8,jun./2022,-187
MT,Várzea Grande,Centro-Oeste,"45,53428519375579",316,-37,jun./2022,-316
GO,Águas Lindas de Goiás,Centro-Oeste,"44,051608382149475",339,-20,jun./2022,-339
GO,Anápolis,Centro-Oeste,"49,66348317369595",237,-6,jun./2022,-237
GO,Aparecida de Goiânia,Centro-Oeste,"49,052658924433345",251,-42,jun./2022,-251
GO,Caldas Novas,Centro-Oeste,"45,78395737610141",311,33,jun./2022,-311
GO,Catalão,Centro-Oeste,"52,31926016517925",182,22,jun./2022,-182
GO,Formosa,Centro-Oeste,"43,367193960534486",347,9,jun./2022,-347
GO,Goiânia,Centro-Oeste,"56,25948239",88,-9,jun./2022,-88
GO,Itumbiara,Centro-Oeste,"50,70117710003549",217,0,jun./2022,-217
GO,Jataí,Centro-Oeste,"52,39560661906895",180,18,jun./2022,-180
GO,Luziânia,Centro-Oeste,"41,55415683849617",370,3,jun./2022,-370
GO,Novo Gama,Centro-Oeste,"40,76543012649981",378,-31,jun./2022,-378
GO,Planaltina,Centro-Oeste,"44,91425471735578",325,18,jun./2022,-325
GO,Rio Verde,Centro-Oeste,"53,53601230566829",151,-2,jun./2022,-151
GO,Senador Canedo,Centro-Oeste,"46,459433677626336",300,8,jun./2022,-300
GO,Trindade,Centro-Oeste,"47,21662972929144",286,-31,jun./2022,-286
GO,Valparaíso de Goiás,Centro-Oeste,"48,998460423540834",253,20,jun./2022,-253
RO,Ariquemes,Norte,"44,50260329973971",315,-30,jun./2021,-315
RO,Cacoal,Norte,"48,27955129739804",240,0,jun./2021,-240
RO,Ji-Paraná,Norte,"50,671383011718035",196,86,jun./2021,-196
RO,Porto Velho,Norte,"47,02711304163624",271,7,jun./2021,-271
RO,Vilhena,Norte,"47,79749328699113",250,56,jun./2021,-250
AC,Cruzeiro do Sul,Norte,"40,52669948289146",366,-8,jun./2021,-366
AC,Rio Branco,Norte,"50,402607463545706",207,47,jun./2021,-207
AM,Coari,Norte,"36,12497875424327",398,-21,jun./2021,-398
AM,Itacoatiara,Norte,"39,42761977081244",374,-7,jun./2021,-374
AM,Manacapuru,Norte,"36,38070743593819",395,5,jun./2021,-395
AM,Manaus,Norte,"52,90970093241586",145,46,jun./2021,-145
AM,Parintins,Norte,"37,54560993030898",389,-2,jun./2021,-389
RR,Boa Vista,Norte,"50,963749963094834",192,49,jun./2021,-192
PA,Abaetetuba,Norte,"35,56864877558639",401,2,jun./2021,-401
PA,Altamira,Norte,"38,82431914577665",382,-25,jun./2021,-382
PA,Ananindeua,Norte,"41,435275303361124",359,17,jun./2021,-359
PA,Barcarena,Norte,"41,86874142897165",352,18,jun./2021,-352
PA,Belém,Norte,"42,92264879597798",339,-83,jun./2021,-339
PA,Bragança,Norte,"40,44687231766192",368,15,jun./2021,-368
PA,Breves,Norte,"27,42567069430241",410,-11,jun./2021,-410
PA,Cametá,Norte,"31,13680242972576",407,-10,jun./2021,-407
PA,Castanhal,Norte,"40,03616979321968",371,4,jun./2021,-371
PA,Itaituba,Norte,"36,09594038350025",399,-1,jun./2021,-399
PA,Marabá,Norte,"43,98325436845995",324,44,jun./2021,-324
PA,Marituba,Norte,"34,55937603768638",404,-3,jun./2021,-404
PA,Moju,Norte,"24,903411606408426",411,-6,jun./2021,-411
PA,Paragominas,Norte,"43,12083195853703",334,22,jun./2021,-334
PA,Parauapebas,Norte,"49,33776243803778",225,46,jun./2021,-225
PA,Redenção,Norte,"38,22075585081323",387,-8,jun./2021,-387
PA,Santarém,Norte,"42,72911716825116",342,27,jun./2021,-342
PA,São Félix do Xingu,Norte,"34,063415797569405",405,-10,jun./2021,-405
PA,Tailândia,Norte,"28,376822473780294",409,-5,jun./2021,-409
PA,Tucuruí,Norte,"31,064998100088726",408,-6,jun./2021,-408
AP,Macapá,Norte,"46,766457951929915",278,35,jun./2021,-278
AP,Santana,Norte,"36,330261689494044",396,-31,jun./2021,-396
TO,Araguaína,Norte,"46,57487115991146",284,-22,jun./2021,-284
TO,Gurupi,Norte,"48,30246898721972",239,-54,jun./2021,-239
TO,Palmas,Norte,"57,03525298",61,6,jun./2021,-61
MA,Açailândia,Nordeste,"38,621800882759175",384,-3,jun./2021,-384
MA,Bacabal,Nordeste,"39,18186890145913",379,15,jun./2021,-379
MA,Balsas,Nordeste,"39,20158101",378,-19,jun./2021,-378
MA,Barra do Corda,Nordeste,"36,488159762322994",394,-4,jun./2021,-394
MA,Caxias,Nordeste,"42,60041050301708",345,2,jun./2021,-345
MA,Chapadinha,Nordeste,"35,237985948753575",402,0,jun./2021,-402
MA,Codó,Nordeste,"37,72419642138618",388,-27,jun./2021,-388
MA,Imperatriz,Nordeste,"48,32620008249456",237,43,jun./2021,-237
MA,Paço do Lumiar,Nordeste,"39,38037042390209",376,-47,jun./2021,-376
MA,Pinheiro,Nordeste,"31,384713057476052",406,-10,jun./2021,-406
MA,Santa Inês,Nordeste,"36,489219684951124",393,-2,jun./2021,-393
MA,São José de Ribamar,Nordeste,"39,82614880489325",372,-39,jun./2021,-372
MA,São Luís,Nordeste,"51,441399506806015",182,55,jun./2021,-182
MA,Timon,Nordeste,"41,953049028252735",351,-19,jun./2021,-351
PI,Parnaíba,Nordeste,"44,33717431",318,48,jun./2021,-318
PI,Teresina,Nordeste,"53,49863309261342",132,50,jun./2021,-132
CE,Aquiraz,Nordeste,"45,242228561888986",304,23,jun./2021,-304
CE,Caucaia,Nordeste,"46,53266439105217",286,36,jun./2021,-286
CE,Crato,Nordeste,"48,39772396421669",235,-34,jun./2021,-235
CE,Fortaleza,Nordeste,"53,85329301604409",126,27,jun./2021,-126
CE,Iguatu,Nordeste,"48,02533161",245,30,jun./2021,-245
CE,Itapipoca,Nordeste,"45,564960891974025",298,1,jun./2021,-298
CE,Juazeiro do Norte,Nordeste,"48,197343895151114",241,18,jun./2021,-241
CE,Maracanaú,Nordeste,"47,638752727123894",254,23,jun./2021,-254
CE,Maranguape,Nordeste,"42,83646825239005",341,-6,jun./2021,-341
CE,Pacatuba,Nordeste,"43,30850966013478",333,-32,jun./2021,-333
CE,Quixadá,Nordeste,"44,47992066153672",317,2,jun./2021,-317
CE,Quixeramobim,Nordeste,"44,75385938903782",311,-106,jun./2021,-311
CE,Sobral,Nordeste,"55,503822605762394",83,38,jun./2021,-83
RN,Parnamirim,Nordeste,"47,84538468087183",249,-1,jun./2021,-249
RN,Macaíba,Nordeste,"40,06594742480859",370,-19,jun./2021,-370
RN,Mossoró,Nordeste,"48,055737893047734",244,30,jun./2021,-244
RN,Natal,Nordeste,"50,57041209216812",202,12,jun./2021,-202
RN,São Gonçalo do Amarante,Nordeste,"43,006334533605155",338,-14,jun./2021,-338
PB,Bayeux,Nordeste,"38,83386012",381,-41,jun./2021,-381
PB,Campina Grande,Nordeste,"52,014010506698355",164,23,jun./2021,-164
PB,João Pessoa,Nordeste,"54,566003035052724",107,-37,jun./2021,-107
PB,Patos,Nordeste,"45,276385398287374",303,1,jun./2021,-303
PB,Santa Rita,Nordeste,"40,80616963151059",362,-36,jun./2021,-362
PE,Abreu e Lima,Nordeste,"44,75598183415857",310,43,jun./2021,-310
PE,Araripina,Nordeste,"43,51832479",330,-2,jun./2021,-330
PE,Cabo de Santo Agostinho,Nordeste,"44,584848928456964",314,2,jun./2021,-314
PE,Camaragibe,Nordeste,"41,37378847690236",360,-30,jun./2021,-360
PE,Carpina,Nordeste,"44,15837971",322,-10,jun./2021,-322
PE,Caruaru,Nordeste,"51,59341634721547",177,11,jun./2021,-177
PE,Garanhuns,Nordeste,"47,38593335784558",258,10,jun./2021,-258
PE,Goiana,Nordeste,"43,09830497129626",335,0,jun./2021,-335
PE,Gravatá,Nordeste,"43,78983144873817",328,10,jun./2021,-328
PE,Igarassu,Nordeste,"43,981252942489874",325,-4,jun./2021,-325
PE,Ipojuca,Nordeste,"43,937297737177296",326,-6,jun./2021,-326
PE,Jaboatão dos Guararapes,Nordeste,"44,76739451536185",309,-26,jun./2021,-309
PE,Olinda,Nordeste,"46,83169377192455",276,-16,jun./2021,-276
PE,Paulista,Nordeste,"46,299053344417715",290,8,jun./2021,-290
PE,Petrolina,Nordeste,"50,18770748034507",212,4,jun./2021,-212
PE,Recife,Nordeste,"57,13314891937151",55,45,jun./2021,-55
PE,Santa Cruz do Capibaribe,Nordeste,"47,14411616",267,-16,jun./2021,-267
PE,São Lourenço da Mata,Nordeste,"38,988042818281905",380,0,jun./2021,-380
PE,Serra Talhada,Nordeste,"49,14295375429624",227,-17,jun./2021,-227
PE,Vitória de Santo Antão,Nordeste,"44,24598052296258",320,3,jun./2021,-320
AL,Arapiraca,Nordeste,"41,739842479311335",354,-11,jun./2021,-354
AL,Maceió,Nordeste,"49,34222265376322",224,31,jun./2021,-224
SE,Aracaju,Nordeste,"48,59120550870655",232,-23,jun./2021,-232
SE,Itabaiana,Nordeste,"40,51027888607663",367,-19,jun./2021,-367
SE,Lagarto,Nordeste,"38,317453792022945",386,-36,jun./2021,-386
SE,Nossa Senhora do Socorro,Nordeste,"38,75633993",383,-19,jun./2021,-383
SE,São Cristóvão,Nordeste,"45,73478214211706",297,-9,jun./2021,-297
BA,Alagoinhas,Nordeste,"43,36198506578965",331,40,jun./2021,-331
BA,Barreiras,Nordeste,"45,51673048203087",300,-6,jun./2021,-300
BA,Camaçari,Nordeste,"47,10722686033824",269,46,jun./2021,-269
BA,Candeias,Nordeste,"39,42032344920786",375,-3,jun./2021,-375
BA,Dias d'Ávila,Nordeste,"40,62042381",365,-13,jun./2021,-365
BA,Eunápolis,Nordeste,"40,785172243667596",363,19,jun./2021,-363
BA,Feira de Santana,Nordeste,"44,01633453218641",323,-15,jun./2021,-323
BA,Guanambi,Nordeste,"42,86115414352913",340,1,jun./2021,-340
BA,Ilhéus,Nordeste,"37,3246053",391,-17,jun./2021,-391
BA,Itabuna,Nordeste,"44,48118462655737",316,23,jun./2021,-316
BA,Jacobina,Nordeste,"43,34968683",332,22,jun./2021,-332
BA,Jequié,Nordeste,"43,91373460723803",327,33,jun./2021,-327
BA,Juazeiro,Nordeste,"46,44923983930299",288,-1,jun./2021,-288
BA,Lauro de Freitas,Nordeste,"47,176752296295724",263,-19,jun./2021,-263
BA,Luís Eduardo Magalhães,Nordeste,"44,902322363094996",307,-21,jun./2021,-307
BA,Paulo Afonso,Nordeste,"42,52776109",346,-15,jun./2021,-346
BA,Porto Seguro,Nordeste,"40,87533625625392",361,-25,jun./2021,-361
BA,Salvador,Nordeste,"50,83082022874646",193,3,jun./2021,-193
BA,Santo Antônio de Jesus,Nordeste,"43,05475043852619",336,13,jun./2021,-336
BA,Serrinha,Nordeste,"41,677035003436785",355,23,jun./2021,-355
BA,Simões Filho,Nordeste,"39,34811971549903",377,16,jun./2021,-377
BA,Teixeira de Freitas,Nordeste,"43,75748691053428",329,5,jun./2021,-329
BA,Valença,Nordeste,"37,066496182700725",392,-3,jun./2021,-392
BA,Vitória da Conquista,Nordeste,"49,61011620090029",219,26,jun./2021,-219
MG,Alfenas,Sudeste,"50,39299395489661",208,0,jun./2021,-208
MG,Araguari,Sudeste,"51,53123542",181,-45,jun./2021,-181
MG,Araxá,Sudeste,"54,543918478067226",108,-19,jun./2021,-108
MG,Barbacena,Sudeste,"53,66259459391187",131,-11,jun./2021,-131
MG,Belo Horizonte,Sudeste,"59,93746451077489",16,-5,jun./2021,-16
MG,Betim,Sudeste,"53,34787860025145",136,-2,jun./2021,-136
